#,IP,Port,Version,Block Height,City,Country ID,Latitude,Longitude,ISP,Country Name,Age,Reachability
1,52.55.19.58,8767,Ravencoin:2.2.2,1124634,Ashburn,US,39.06,-77.5,"Amazon.com, Inc.",United States of America,373 days 19 hours,100.0
